name,dept,area,count,adjustedcount,year
Raghavan Komondoor,IISc Bangalore,ATVA (1),1,0.0,2023
Krishna Shankara Narayanan,IIT Bombay,ATVA,1,0.0,2020
Aiswarya Cyriac,CMI,ATVA,1,0.0,2014
K. Narayan Kumar,CMI,ATVA,1,0.0,2014
Madhavan Mukund,CMI,ATVA,1,0.0,2015
S. P. Suresh,CMI,ATVA,1,0.0,2015
Madhavan Mukund,CMI,ATVA,1,0.0,2017
S. P. Suresh,CMI,ATVA,1,0.0,2017
Surjya Ghosh,BITS Pilani-Goa,CHI Extended Abstracts,2,0.0,2020
G. N. Srinivasa Prasanna,IIIT Bangalore,CHI,1,0.0,2015
Surjya Ghosh,BITS Pilani-Goa,CHI Extended Abstracts,1,0.0,2022
Malay Bhattacharyya 0001,ISI Kolkata,CHI Extended Abstracts,1,0.0,2017
G. N. Srinivasa Prasanna,IIIT Bangalore,CHI,1,0.0,2021
Rahul Banerjee,BITS Pilani,CHI,1,0.0,2018
Sougata Sen,BITS Pilani-Goa,CHI Extended Abstracts,1,0.0,2023
G. N. Srinivasa Prasanna,IIIT Bangalore,CHI,1,0.0,2020
Krithi Ramamritham,IIT Bombay,PDIS,1,0.0,1994
S. Sudarshan 0001,IIT Bombay,PDIS,1,0.0,1996
Swaroop Joshi,BITS Pilani-Goa,ICER,1,0.0,2021
Sridhar Iyer,IIT Bombay,ICER,1,0.0,2020
Sridhar Iyer,IIT Bombay,ICER,1,0.0,2013
Aditya Kanade,IISc Bangalore,WABI,1,0.0,2002
Sanghamitra Bandyopadhyay,ISI Kolkata,WABI,1,0.0,2012
Vinayak Naik,BITS Pilani-Goa,MDM,1,0.0,2012
Puru Kulkarni,IIT Bombay,Mobile Data Management,1,0.0,2003
Krithi Ramamritham,IIT Bombay,Mobile Data Management,2,0.0,2003
Sougata Sen,BITS Pilani-Goa,MDM (1),1,0.0,2014
Durvasula V. L. N. Somayajulu,National Institute of Technology Warangal,MDM (2),1,0.0,2013
P. Radha Krishna 0001,National Institute of Technology Warangal,MDM,1,0.0,2012
Subhas C. Nandy,ISI Kolkata,CIAC,1,0.0,2000
Anisur Rahaman Molla,ISI Kolkata,CIAC,1,0.0,2023
Geevarghese Philip,CMI,CIAC,1,0.0,2019
Saket Saurabh 0001,IMSc,CIAC,1,0.0,2019
Arijit Bishnu,ISI Kolkata,CIAC,1,0.0,2003
Sandip Das 0001,ISI Kolkata,CIAC,1,0.0,2003
Subhas C. Nandy,ISI Kolkata,CIAC,1,0.0,2003
Saket Saurabh 0001,IMSc,CIAC,1,0.0,2017
Saket Saurabh 0001,IMSc,CIAC,1,0.0,2021
Saket Saurabh 0001,IMSc,CIAC,1,0.0,2023
Virendra Singh,IIT Bombay,HLDVT,1,0.0,2017
Aditya Kanade,IISc Bangalore,MIKE,2,0.0,2015
Ashish Ghosh,ISI Kolkata,MIKE,2,0.0,2017
Aditya Kanade,IISc Bangalore,MIKE,1,0.0,2018
Kuntal Ghosh,ISI Kolkata,MIKE,1,0.0,2017
Durvasula V. L. N. Somayajulu,National Institute of Technology Warangal,MIKE,1,0.0,2019
Aditya Kanade,IISc Bangalore,MIKE,1,0.0,2013
Chapram Sudhakar,National Institute of Technology Warangal,MIKE,1,0.0,2019
Krithi Ramamritham,IIT Bombay,1999 ACM SIGMOD Workshop on Research Issues in Data Mining and Knowledge Discovery,1,0.0,1999
S. Sudarshan 0001,IIT Bombay,1999 ACM SIGMOD Workshop on Research Issues in Data Mining and Knowledge Discovery,1,0.0,1999
Surya Narayana Raju Undi,National Institute of Technology Warangal,BigData Congress,2,0.0,2015
Ansuman Banerjee,ISI Kolkata,ICSOC,1,0.0,2021
Ansuman Banerjee,ISI Kolkata,ICSOC,1,0.0,2018
Ansuman Banerjee,ISI Kolkata,ICSOC,1,0.0,2019
Ansuman Banerjee,ISI Kolkata,ICSOC,1,0.0,2020
Ansuman Banerjee,ISI Kolkata,ICSOC Workshops,1,0.0,2015
Shalabh Bhatnagar,IISc Bangalore,ICSOC,1,0.0,2011
Devashish Gosain,BITS Pilani-Goa,AsiaCCS,1,0.0,2021
Vinod Ganapathy,IISc Bangalore,AsiaCCS,1,0.0,2021
Arkaprava Basu,IISc Bangalore,AsiaCCS,1,0.0,2021
Sridhar Iyer,IIT Bombay,ISWCS,1,0.0,2004
U. Pal 0001,ISI Kolkata,ICFHR,7,0.0,2014
Ujjwal Bhattacharya,ISI Kolkata,ICFHR,4,0.0,2014
U. Pal 0001,ISI Kolkata,ICFHR,1,0.0,2020
U. Pal 0001,ISI Kolkata,ICFHR,6,0.0,2018
U. Pal 0001,ISI Kolkata,ICFHR,5,0.0,2016
U. Pal 0001,ISI Kolkata,ICFHR,6,0.0,2010
Ujjwal Bhattacharya,ISI Kolkata,ICFHR,3,0.0,2012
Bhabatosh Chanda,ISI Kolkata,ICFHR,3,0.0,2010
Ujjwal Bhattacharya,ISI Kolkata,ICFHR,2,0.0,2010
Avinash Gautam,BITS Pilani,ICFHR,2,0.0,2022
Dinesh Babu J.,IIIT Bangalore,ICFHR,1,0.0,2018
Ujjwal Bhattacharya,ISI Kolkata,ICFHR,1,0.0,2016
Ujjwal Bhattacharya,ISI Kolkata,IWFHR,1,0.0,2004
Utpal Garain,ISI Kolkata,ICFHR,1,0.0,2012
U. Pal 0001,ISI Kolkata,IWFHR,2,0.0,2004
U. Pal 0001,ISI Kolkata,ICFHR,5,0.0,2012
Utpal Garain,ISI Kolkata,ICFHR,1,0.0,2014
Utpal Garain,ISI Kolkata,ICFHR,1,0.0,2016
U. Pal 0001,ISI Kolkata,ICFHR,1,0.0,2022
Biju K. Raveendran,BITS Pilani-Goa,DS-RT,1,0.0,2019
Shrisha Rao 0001,IIIT Bangalore,DS-RT,2,0.0,2018
Biju K. Raveendran,BITS Pilani-Goa,DS-RT,1,0.0,2021
Biju K. Raveendran,BITS Pilani-Goa,DS-RT,1,0.0,2018
Biswa,IIT Bombay,CF,1,0.0,2022
Partha P. Talukdar,IISc Bangalore,SDM,2,0.0,2014
Aditya Kanade,IISc Bangalore,SDM,1,0.0,2011
Manish Gupta 0001,IIIT Bangalore,SDM,1,0.0,2012
Aditya Kanade,IISc Bangalore,SDM,2,0.0,2015
Partha P. Talukdar,IISc Bangalore,SDM,2,0.0,2017
Aditya Kanade,IISc Bangalore,SDM,1,0.0,2007
Partha P. Talukdar,IISc Bangalore,SDM,1,0.0,2015
Arindam Khan 0001,IISc Bangalore,SDM,1,0.0,2011
Aditya Kanade,IISc Bangalore,SDM,1,0.0,2016
Shirish K. Shevade,IISc Bangalore,SDM,1,0.0,2013
Manish Gupta 0001,IIIT Bangalore,SDM,1,0.0,2014
Shirish K. Shevade,IISc Bangalore,SDM,1,0.0,2011
Shirish K. Shevade,IISc Bangalore,SDM,1,0.0,2016
Shirish K. Shevade,IISc Bangalore,SDM,1,0.0,2017
Saket Saurabh 0001,IMSc,ISAIM,1,0.0,2022
Sougata Sen,BITS Pilani-Goa,WISEC,1,0.0,2021
Hariharan Narayanan,Tata Inst. of Fundamental Research,SODA,2,0.0,2008
Aditya Kanade,IISc Bangalore,SODA,1,0.0,2022
Kamal Lodaya,IMSc,SODA,1,0.0,2004
Geevarghese Philip,CMI,SODA,1,0.0,2020
Saket Saurabh 0001,IMSc,SODA,3,0.0,2020
Hariharan Narayanan,Tata Inst. of Fundamental Research,SODA,1,0.0,2004
Saket Saurabh 0001,IMSc,SODA,2,0.0,2010
Saket Saurabh 0001,IMSc,SODA,5,0.0,2018
Arindam Khan 0001,IISc Bangalore,SODA,1,0.0,2014
Prahladh Harsha,Tata Inst. of Fundamental Research,SODA,2,0.0,2019
Saket Saurabh 0001,IMSc,SODA,4,0.0,2021
Prahladh Harsha,Tata Inst. of Fundamental Research,SODA,1,0.0,2008
Jaikumar Radhakrishnan,Tata Inst. of Fundamental Research,SODA,2,0.0,2008
Hariharan Narayanan,Tata Inst. of Fundamental Research,SODA,2,0.0,2020
Saket Saurabh 0001,IMSc,SODA,3,0.0,2014
Hariharan Narayanan,Tata Inst. of Fundamental Research,SODA,1,0.0,2007
Hariharan Narayanan,Tata Inst. of Fundamental Research,SODA,1,0.0,2017
Sourav Chakraborty 0001,ISI Kolkata,SODA,1,0.0,2011
Supratik Chakraborty,IIT Bombay,SODA,1,0.0,2010
Piyush Srivastava 0001,Tata Inst. of Fundamental Research,SODA,1,0.0,2012
Saket Saurabh 0001,IMSc,SODA,3,0.0,2017
Aditya Kanade,IISc Bangalore,SODA,1,0.0,2020
Kamal Lodaya,IMSc,SODA,1,0.0,2002
Piyush Srivastava 0001,Tata Inst. of Fundamental Research,SODA,1,0.0,2016
Sundar Vishwanathan,IIT Bombay,SODA,1,0.0,2000
Saket Saurabh 0001,IMSc,SODA,3,0.0,2022
Soumen Chakrabarti,IIT Bombay,SODA,1,0.0,1998
Milind A. Sohoni,IIT Bombay,SODA,1,0.0,2013
Saket Saurabh 0001,IMSc,SODA,3,0.0,2019
Meena Mahajan,IMSc,SODA,1,0.0,1997
Arindam Khan 0001,IISc Bangalore,SODA,1,0.0,2022
Abhiram G. Ranade,IIT Bombay,SODA,1,0.0,2000
Sourav Chakraborty 0001,ISI Kolkata,SODA,1,0.0,2012
Saket Saurabh 0001,IMSc,SODA,2,0.0,2023
Saladi Rahul,IISc Bangalore,SODA,1,0.0,2023
Anand Louis,IISc Bangalore,SODA,1,0.0,2021
Hariharan Narayanan,Tata Inst. of Fundamental Research,SODA,2,0.0,2005
Jaikumar Radhakrishnan,Tata Inst. of Fundamental Research,SODA,1,0.0,2009
C. R. Subramanian 0001,IMSc,SODA,1,0.0,1999
Arindam Khan 0001,IISc Bangalore,SODA,1,0.0,2016
Hariharan Narayanan,Tata Inst. of Fundamental Research,SODA,2,0.0,2021
Hariharan Narayanan,Tata Inst. of Fundamental Research,SODA,1,0.0,2015
Hariharan Narayanan,Tata Inst. of Fundamental Research,SODA,2,0.0,2012
Hariharan Narayanan,Tata Inst. of Fundamental Research,SODA,3,0.0,2019
Sundar Vishwanathan,IIT Bombay,SODA,1,0.0,1997
Hariharan Narayanan,Tata Inst. of Fundamental Research,SODA,4,0.0,2023
Hariharan Narayanan,Tata Inst. of Fundamental Research,SODA,1,0.0,2018
Sundar Vishwanathan,IIT Bombay,SODA,1,0.0,2012
Piyush Srivastava 0001,Tata Inst. of Fundamental Research,SODA,1,0.0,2023
Piyush Srivastava 0001,Tata Inst. of Fundamental Research,SODA,1,0.0,2018
Saket Saurabh 0001,IMSc,SODA,2,0.0,2012
Sundar Vishwanathan,IIT Bombay,SODA,1,0.0,1990
Chandan Saha 0001,IISc Bangalore,SODA,1,0.0,2006
Chandan Saha 0001,IISc Bangalore,SODA,1,0.0,2023
Siddharth Barman,IISc Bangalore,SODA,1,0.0,2012
Kamal Lodaya,IMSc,SODA,1,0.0,2001
Hariharan Narayanan,Tata Inst. of Fundamental Research,SODA,1,0.0,2011
Saket Saurabh 0001,IMSc,SODA,1,0.0,2009
Hariharan Narayanan,Tata Inst. of Fundamental Research,SODA,1,0.0,2013
Sundar Vishwanathan,IIT Bombay,SODA,1,0.0,1996
Siddharth Barman,IISc Bangalore,SODA,1,0.0,2009
Siddharth Barman,IISc Bangalore,SODA,1,0.0,2019
Geevarghese Philip,CMI,SODA,1,0.0,2016
Hariharan Narayanan,Tata Inst. of Fundamental Research,SODA,1,0.0,2009
Abhiram G. Ranade,IIT Bombay,SODA,1,0.0,1999
Saladi Rahul,IISc Bangalore,SODA,1,0.0,2015
Siddharth Barman,IISc Bangalore,SODA,1,0.0,2010
Prahladh Harsha,Tata Inst. of Fundamental Research,SODA,1,0.0,2023
Kamal Lodaya,IMSc,SODA,1,0.0,2011
Saket Saurabh 0001,IMSc,SODA,3,0.0,2011
Kamal Lodaya,IMSc,SODA,1,0.0,2014
Anand Louis,IISc Bangalore,SODA,1,0.0,2014
Geevarghese Philip,CMI,SODA,1,0.0,2014
Jaikumar Radhakrishnan,Tata Inst. of Fundamental Research,SODA,1,0.0,2015
Arkadev Chattopadhyay,Tata Inst. of Fundamental Research,SODA,1,0.0,2017
Hariharan Narayanan,Tata Inst. of Fundamental Research,SODA,1,0.0,2022
Jaikumar Radhakrishnan,Tata Inst. of Fundamental Research,SODA,1,0.0,2005
Soumen Chakrabarti,IIT Bombay,SODA,1,0.0,2005
Piyush Srivastava 0001,Tata Inst. of Fundamental Research,SODA,1,0.0,2015
Arkadev Chattopadhyay,Tata Inst. of Fundamental Research,SODA,1,0.0,2012
Saket Saurabh 0001,IMSc,SODA,1,0.0,2015
Jaikumar Radhakrishnan,Tata Inst. of Fundamental Research,SODA,1,0.0,2003
Kamal Lodaya,IMSc,RP,1,0.0,2009
S. Akshay 0001,IIT Bombay,RP,1,0.0,2012
Hariharan Narayanan,Tata Inst. of Fundamental Research,RP,1,0.0,2017
Debabrata Das,IIIT Bangalore,IEEE ANTS,1,0.0,2014
Amit Dua,BITS Pilani,ANTS,2,0.0,2019
G. N. Srinivasa Prasanna,IIIT Bangalore,ANTS,2,0.0,2019
Debabrata Das,IIIT Bangalore,ANTS,3,0.0,2019
Rashmi Ranjan Rout,National Institute of Technology Warangal,IEEE ANTS,1,0.0,2012
G. N. Srinivasa Prasanna,IIIT Bangalore,ANTS,1,0.0,2018
Debabrata Das,IIIT Bangalore,ANTS,1,0.0,2018
Sanghamitra Bandyopadhyay,ISI Kolkata,ANTS,1,0.0,2016
Debabrata Das,IIIT Bangalore,ANTS,1,0.0,2016
Debabrata Das,IIIT Bangalore,IEEE ANTS,1,0.0,2013
Ashutosh Bhatia,BITS Pilani,ANTS,2,0.0,2019
Bala Prakasa Rao Killi,National Institute of Technology Warangal,ANTS,1,0.0,2016
Tricha Anjali,IIIT Bangalore,IEEE ANTS,1,0.0,2020
Virendra Singh,IIT Bombay,ANTS,1,0.0,2021
Vinti Agarwal,BITS Pilani,ANTS,1,0.0,2019
G. N. Srinivasa Prasanna,IIIT Bangalore,ANTS,1,0.0,2021
Debabrata Das,IIIT Bangalore,ANTS,1,0.0,2021
Ashutosh Bhatia,BITS Pilani,IEEE ANTS,1,0.0,2020
Sundar Balasubramaniam,BITS Pilani,IEEE ANTS,1,0.0,2015
Ashutosh Bhatia,BITS Pilani,ANTS,1,0.0,2016
Tricha Anjali,IIIT Bangalore,ANTS,1,0.0,2017
Mandar Mitra,ISI Kolkata,NTCIR,1,0.0,2008
Mandar Mitra,ISI Kolkata,EVIA@NTCIR,1,0.0,2007
Pushpak Bhattacharya,IIT Bombay,EVIA@NTCIR,1,0.0,2007
Mandar Mitra,ISI Kolkata,EVIA@NTCIR,1,0.0,2010
Mandar Mitra,ISI Kolkata,EVIA@NTCIR,1,0.0,2008
S. Akshay 0001,IIT Bombay,FMCAD,1,0.0,2019
Supratik Chakraborty,IIT Bombay,FMCAD,1,0.0,2019
Krishna Shankara Narayanan,IIT Bombay,FMCAD,1,0.0,2019
Supratik Chakraborty,IIT Bombay,FMCAD,1,0.0,2018
Amitabha Sanyal,IIT Bombay,FMCAD,1,0.0,2009
Deepak D'Souza,IISc Bangalore,FMCAD,1,0.0,2023
Supratik Chakraborty,IIT Bombay,FMCAD,1,0.0,2015
S. Akshay 0001,IIT Bombay,FMCAD,1,0.0,2015
Supratik Chakraborty,IIT Bombay,FMCAD,1,0.0,2021
S. Akshay 0001,IIT Bombay,FMCAD,1,0.0,2021
Sourav Chakraborty 0001,ISI Kolkata,FMCAD,1,0.0,2021
Amit Dua,BITS Pilani,CSCWD,1,0.0,2015
Kuldeep Kumar,BITS Pilani,AMCIS,1,0.0,2015
Nikhil R. Pal,ISI Kolkata,iFUZZY,1,0.0,2020
Preethi Jyothi,IIT Bombay,SLTU,1,0.0,2016
Pushpak Bhattacharya,IIT Bombay,SLTU,1,0.0,2018
Pushpak Bhattacharya,IIT Bombay,SLTU,1,0.0,2010
Pushpak Bhattacharya,IIT Bombay,SLTU-CCURL@LREC,1,0.0,2020
Devashish Gosain,BITS Pilani-Goa,PAM (2),1,0.0,2024
Devashish Gosain,BITS Pilani-Goa,PAM,1,0.0,2023
Kameswari Chebrolu,IIT Bombay,PAM,1,0.0,2017
Manoj M. Prabhakaran,IIT Bombay,CRYPTO,1,0.0,2011
Bhavana Kanukurthi,IISc Bangalore,CRYPTO (1),1,0.0,2022
Arpita Patra,IISc Bangalore,CRYPTO (4),2,0.0,2022
Chaya Ganesh,IISc Bangalore,CRYPTO (3),1,0.0,2018
Palash Sarkar 0001,ISI Kolkata,CRYPTO,1,0.0,2002
Bhavana Kanukurthi,IISc Bangalore,CRYPTO (3),1,0.0,2021
Mridul Nandi,ISI Kolkata,CRYPTO (1),2,0.0,2018
Mridul Nandi,ISI Kolkata,CRYPTO (2),1,0.0,2018
Manoj M. Prabhakaran,IIT Bombay,CRYPTO (2),1,0.0,2021
Hariharan Narayanan,Tata Inst. of Fundamental Research,CRYPTO (2),1,0.0,2021
Bhavana Kanukurthi,IISc Bangalore,CRYPTO,1,0.0,2011
Manoj M. Prabhakaran,IIT Bombay,CRYPTO,1,0.0,2010
Arpita Patra,IISc Bangalore,CRYPTO (2),1,0.0,2021
Chaya Ganesh,IISc Bangalore,CRYPTO (1),1,0.0,2019
Manoj M. Prabhakaran,IIT Bombay,CRYPTO (2),1,0.0,2014
Hariharan Narayanan,Tata Inst. of Fundamental Research,CRYPTO (2),1,0.0,2014
Manoj M. Prabhakaran,IIT Bombay,CRYPTO,1,0.0,2007
Arpita Patra,IISc Bangalore,CRYPTO (2),1,0.0,2018
Manoj M. Prabhakaran,IIT Bombay,CRYPTO (2),1,0.0,2016
Manoj M. Prabhakaran,IIT Bombay,CRYPTO,1,0.0,2012
Palash Sarkar 0001,ISI Kolkata,CRYPTO,1,0.0,2000
Subhamoy Maitra,ISI Kolkata,CRYPTO,1,0.0,2000
Arpita Patra,IISc Bangalore,CRYPTO,1,0.0,2009
Ashish Choudhary,IIIT Bangalore,CRYPTO,1,0.0,2009
Chaya Ganesh,IISc Bangalore,CRYPTO (3),1,0.0,2016
Arpita Patra,IISc Bangalore,CRYPTO (1),1,0.0,2017
Manoj M. Prabhakaran,IIT Bombay,CRYPTO,2,0.0,2008
Subhamoy Maitra,ISI Kolkata,CRYPTO,1,0.0,1999
Palash Sarkar 0001,ISI Kolkata,CRYPTO,1,0.0,1999
Manoj M. Prabhakaran,IIT Bombay,CRYPTO (1),1,0.0,2015
Manoj M. Prabhakaran,IIT Bombay,CRYPTO (1),1,0.0,2013
Amit Dua,BITS Pilani,VG/PBG@SIGGRAPH,1,0.0,2008
Amit Dua,BITS Pilani,SDS,1,0.0,2017
Abhishek Mishra,BITS Pilani,ICA3PP (1),1,0.0,2020
Ansuman Banerjee,ISI Kolkata,FACS,1,0.0,2013
M. Narasimha Murty,IISc Bangalore,IDA,1,0.0,2011
Arindam Khan 0001,IISc Bangalore,COSN,1,0.0,2014
Meena Mahajan,IMSc,CSR,2,0.0,2007
Samir Datta,CMI,CSR,1,0.0,2007
Kamal Lodaya,IMSc,CSR,1,0.0,2022
Saket Saurabh 0001,IMSc,CSR,3,0.0,2022
Saket Saurabh 0001,IMSc,CSR,2,0.0,2020
Sourav Chakraborty 0001,ISI Kolkata,CSR,2,0.0,2014
Kamal Lodaya,IMSc,CSR,1,0.0,2006
Kamal Lodaya,IMSc,CSR,2,0.0,2018
Meena Mahajan,IMSc,CSR,2,0.0,2016
Saket Saurabh 0001,IMSc,CSR,2,0.0,2019
Geevarghese Philip,CMI,CSR,1,0.0,2020
Kamal Lodaya,IMSc,CSR,1,0.0,2019
Samir Datta,CMI,CSR,1,0.0,2021
Pradeesha Ashok,IIIT Bangalore,CSR,1,0.0,2022
Meena Mahajan,IMSc,CSR,1,0.0,2008
Saket Saurabh 0001,IMSc,CSR,1,0.0,2018
Kamal Lodaya,IMSc,CSR,1,0.0,2014
Kamal Lodaya,IMSc,CSR,1,0.0,2009
Saket Saurabh 0001,IMSc,CSR,1,0.0,2009
Samir Datta,CMI,CSR,1,0.0,2020
Kamal Lodaya,IMSc,CSR,1,0.0,2008
Jaikumar Radhakrishnan,Tata Inst. of Fundamental Research,CSR,1,0.0,2019
Partha Mukhopadhyay,CMI,CSR,1,0.0,2016
Arkadev Chattopadhyay,Tata Inst. of Fundamental Research,CSR,1,0.0,2011
Ansuman Banerjee,ISI Kolkata,MedInfo,1,0.0,2015
Bhaskaran Raman,IIT Bombay,Pervasive,1,0.0,2002
Subhamoy Maitra,ISI Kolkata,CT-RSA,1,0.0,2010
Chaya Ganesh,IISc Bangalore,CT-RSA,1,0.0,2021
Mridul Nandi,ISI Kolkata,CT-RSA,1,0.0,2017
Manoj M. Prabhakaran,IIT Bombay,CT-RSA,1,0.0,2009
Manoj M. Prabhakaran,IIT Bombay,CT-RSA,1,0.0,2011
Mridul Nandi,ISI Kolkata,CT-RSA,1,0.0,2016
Sanjit Chatterjee,IISc Bangalore,CT-RSA,1,0.0,2019
Kamal Lodaya,IMSc,ESSLLI,1,0.0,2011
M. Narasimha Murty,IISc Bangalore,SEAL,1,0.0,2010
Swagatam Das,ISI Kolkata,SEAL,2,0.0,2010
N. Raja,Tata Inst. of Fundamental Research,Ershov Memorial Conference,1,0.0,1996
Shrisha Rao 0001,IIIT Bangalore,CCIS,1,0.0,2011
Aditya Kanade,IISc Bangalore,ICRA,2,0.0,2002
N. Viswanadham,IISc Bangalore,ICRA,1,0.0,1986
Aditya Kanade,IISc Bangalore,ICRA,1,0.0,2021
N. Viswanadham,IISc Bangalore,ICRA,2,0.0,1987
Aditya Kanade,IISc Bangalore,ICRA,1,0.0,2003
Shalabh Bhatnagar,IISc Bangalore,ICRA,1,0.0,2022
Shishir Kolathaya,IISc Bangalore,ICRA,1,0.0,2022
Shishir Kolathaya,IISc Bangalore,ICRA,1,0.0,2023
Krithi Ramamritham,IIT Bombay,ICRA,1,0.0,2003
Aditya Kanade,IISc Bangalore,ICRA,1,0.0,2000
Aditya Kanade,IISc Bangalore,ICRA,1,0.0,1987
Madhav Rao,IIIT Bangalore,ICRA,1,0.0,2021
Aditya Kanade,IISc Bangalore,ICRA,1,0.0,1998
Aditya Kanade,IISc Bangalore,ICRA,1,0.0,1994
Aditya Kanade,IISc Bangalore,ICRA,1,0.0,1995
Shishir Kolathaya,IISc Bangalore,ICRA,2,0.0,2014
Shalabh Bhatnagar,IISc Bangalore,ICRA,1,0.0,2019
Shishir Kolathaya,IISc Bangalore,ICRA,1,0.0,2019
Shrisha Rao 0001,IIIT Bangalore,ICRA,1,0.0,2021
Ansuman Banerjee,ISI Kolkata,MEMOCODE,1,0.0,2006
Paritosh K. Pandya,Tata Inst. of Fundamental Research,MEMOCODE,1,0.0,2019
Aditya Kanade,IISc Bangalore,MEMOCODE,1,0.0,2016
Ansuman Banerjee,ISI Kolkata,MEMOCODE,2,0.0,2023
Ansuman Banerjee,ISI Kolkata,MEMOCODE,1,0.0,2019
Sumana Ghosh,ISI Kolkata,MEMOCODE,1,0.0,2023
Ansuman Banerjee,ISI Kolkata,MEMOCODE,1,0.0,2004
Deepak D'Souza,IISc Bangalore,MEMOCODE,1,0.0,2014
Ansuman Banerjee,ISI Kolkata,MEMOCODE,1,0.0,2020
Mridul Nandi,ISI Kolkata,EUROCRYPT (4),1,0.0,2023
Mridul Nandi,ISI Kolkata,EUROCRYPT (1),1,0.0,2018
Bhavana Kanukurthi,IISc Bangalore,EUROCRYPT (3),1,0.0,2018
Manoj M. Prabhakaran,IIT Bombay,EUROCRYPT,1,0.0,2011
Chaya Ganesh,IISc Bangalore,EUROCRYPT (1),1,0.0,2023
Manoj M. Prabhakaran,IIT Bombay,EUROCRYPT (3),1,0.0,2022
Hariharan Narayanan,Tata Inst. of Fundamental Research,EUROCRYPT (3),1,0.0,2022
Mridul Nandi,ISI Kolkata,EUROCRYPT (1),1,0.0,2019
Manoj M. Prabhakaran,IIT Bombay,EUROCRYPT,1,0.0,2004
Manoj M. Prabhakaran,IIT Bombay,EUROCRYPT (1),1,0.0,2022
Hariharan Narayanan,Tata Inst. of Fundamental Research,EUROCRYPT (2),1,0.0,2023
Manoj M. Prabhakaran,IIT Bombay,EUROCRYPT,1,0.0,2006
Chaya Ganesh,IISc Bangalore,EUROCRYPT (2),1,0.0,2022
Manoj M. Prabhakaran,IIT Bombay,EUROCRYPT (2),1,0.0,2016
Chaya Ganesh,IISc Bangalore,EUROCRYPT (1),1,0.0,2019
Mridul Nandi,ISI Kolkata,EUROCRYPT (1),1,0.0,2020
Manoj M. Prabhakaran,IIT Bombay,EUROCRYPT (2),1,0.0,2019
Palash Sarkar 0001,ISI Kolkata,EUROCRYPT,1,0.0,2000
Subhamoy Maitra,ISI Kolkata,EUROCRYPT,1,0.0,2000
Manoj M. Prabhakaran,IIT Bombay,EUROCRYPT,1,0.0,2014
Arpita Patra,IISc Bangalore,EUROCRYPT (2),1,0.0,2023
Bhavana Kanukurthi,IISc Bangalore,EUROCRYPT,1,0.0,2009
Palash Sarkar 0001,ISI Kolkata,EUROCRYPT (1),1,0.0,2016
Manoj M. Prabhakaran,IIT Bombay,EUROCRYPT (2),1,0.0,2015
Chaya Ganesh,IISc Bangalore,EUROCRYPT (1),1,0.0,2015
Chaya Ganesh,IISc Bangalore,EUROCRYPT (3),1,0.0,2017
Chaya Ganesh,IISc Bangalore,EUROCRYPT (2),1,0.0,2023
Pushpak Bhattacharya,IIT Bombay,ALR@COLING,1,0.0,2012
Pushpak Bhattacharya,IIT Bombay,ALR@IJCNLP,1,0.0,2008
Kamal Lodaya,IMSc,CIAA,2,0.0,2000
Kamal Lodaya,IMSc,CIAA,1,0.0,2019
S. P. Suresh,CMI,CIAA,1,0.0,2019
Goutam Paul 0001,ISI Kolkata,RC,1,0.0,2017
Susmita Sur-Kolay,ISI Kolkata,RC,1,0.0,2017
Rushikesh Joshi,IIT Bombay,OTM,1,0.0,2002
Srinath Srinivasa,IIIT Bangalore,CoopIS,1,0.0,1999
Pushpak Bhattacharya,IIT Bombay,Sanskrit Computational Linguistics,1,0.0,2010
Pushpak Bhattacharya,IIT Bombay,Sanskrit Computational Linguistics,1,0.0,2008
Shrisha Rao 0001,IIIT Bangalore,Sanskrit Computational Linguistics,1,0.0,2010
Swati Agarwal 0001,BITS Pilani-Goa,TRIDENTCOM,1,0.0,2019
Tricha Anjali,IIIT Bangalore,TRIDENTCOM,1,0.0,2010
Amit Dua,BITS Pilani,ISWPC,1,0.0,2013
Manish Gupta 0001,IIIT Bangalore,ASONAM,2,0.0,2011
Manish Gupta 0001,IIIT Bangalore,ASONAM,1,0.0,2021
Manish Gupta 0001,IIIT Bangalore,ASONAM,4,0.0,2017
Kuntal Ghosh,ISI Kolkata,ASONAM,1,0.0,2021
Kuntal Ghosh,ISI Kolkata,ASONAM,1,0.0,2023
Manish Gupta 0001,IIIT Bangalore,ASONAM,1,0.0,2010
Manish Gupta 0001,IIIT Bangalore,ASONAM,1,0.0,2013
Manish Gupta 0001,IIIT Bangalore,ASONAM,1,0.0,2015
Vinti Agarwal,BITS Pilani,ASONAM,1,0.0,2012
Yashvardhan Sharma,BITS Pilani,ASONAM,1,0.0,2017
Rushikesh Joshi,IIT Bombay,ICSA Companion,1,0.0,2018
Neena Goveas,BITS Pilani-Goa,ICSA-C,1,0.0,2023
G. N. Srinivasa Prasanna,IIIT Bangalore,VSS,2,0.0,2012
G. N. Srinivasa Prasanna,IIIT Bangalore,VSS,1,0.0,2018
Utpal Garain,ISI Kolkata,eHealth 360°,1,0.0,2016
Raghavan Komondoor,IISc Bangalore,SANER,1,0.0,2015
Raghavan Komondoor,IISc Bangalore,WCRE,1,0.0,2013
Deepak D'Souza,IISc Bangalore,WCRE,1,0.0,2013
Raghavan Komondoor,IISc Bangalore,WCRE,2,0.0,2007
